u_name,u_screen_name,t_date,t_text,t_polarity_score,t_polarity,t_subjectivity_score,u_followers,t_retweets,t_favorited,t_mentions
Catherine Hunt,Catheri77148739,11/03/2019,"@aislinnmacklin @cathbooth @babylonhealth These are also symptoms of mesenteric adenitis !
If you dont have “rebound” pain on examination or arent tender over Mcburnies point it’s probably not appendicitis !",0.0,Negative,0.0,5070,0,3,"Aislinn M-D (aislinnmacklin), Cath Booth 🧜🏽‍♂️🔻💚✊🏽 (cathbooth), Babylon (babylonhealth)"
Aislinn M-D,aislinnmacklin,11/03/2019,I wonder how many £millions profit @babylonhealth are making annually off the back of giving totally inappropriate and dangerous advice to NHS patients? https://t.co/wk2KHFhZAv,-0.024999999999999994,Negative,0.5375,1952,21,16,Babylon (babylonhealth)
derek thrower,dthroat,11/03/2019,@kieran_walshe @drphilhammond @babylonhealth How could you doubt anything connected to him? https://t.co/1FOLiZ7Qtn,0.0,Negative,0.0,74,0,4,"Kieran Walshe (kieran_walshe), Dr Phil Hammond (drphilhammond), Babylon (babylonhealth)"
Kieran Walshe,kieran_walshe,11/03/2019,"The @babylonhealth ""AI"" chatbot is beyond parody.  First it asks a 66 yr old lady with a breast lump whether she is still breastfeeding. Now it suggests to a 46 yr old man who had his appendix out as a child that his stomach ache might be appendicitis.  Laughable, but dangerous. https://t.co/93z9OfYOwt",-0.13,Negative,0.5266666666666666,5964,127,158,Babylon (babylonhealth)
Graham Rossiter,cookiesthekitty,11/03/2019,"@MaggiKaye @DrMurphy11 @butNHS @meloncarrier @babylonhealth @GPatHand @MattHancock Yippee :( I spent a life of repeated vicious ulceration on my tonsils, to the degree that they were a scarred and shrivelled disaster area by the time they were removed. No such problems since. I really don't miss those days. They'd best not grow back!",-0.09285714285714287,Negative,0.4428571428571429,555,0,0,"Maggi (MaggiKaye), Dr Murphy (DrMurphy11), Big up the NHS (butNHS), Bex (meloncarrier), Babylon (babylonhealth), Babylon GP at hand (GPatHand), Matt Hancock (MattHancock)"
Teri,TeriOsteopath,10/03/2019,@DrMurphy11 @babylonhealth @MHRAdevices @TELUSHealth @CareQualityComm @Bupa @MattHancock @NHSCCIO Does using this app deregister patients from their GP?,0.0,Negative,0.0,431,0,0,"Dr Murphy (DrMurphy11), Babylon (babylonhealth), MHRA Devices Safety (MHRAdevices), TELUS Health (TELUSHealth), Care Quality Commission (CareQualityComm), Bupa (Bupa), Matt Hancock (MattHancock), Simon Eccles (NHSCCIO)"
TAcademic,taphc,10/03/2019,@meloncarrier @DrMurphy11 @babylonhealth Feel like that @babylonhealth Chatbot is a bit like Trump - it can spew all the crap it wants and our government @MattHancock  will still fund it (it makes me furious that our NHS is funding this atrocity that has complete disregard to patient safety!,-0.15833333333333335,Negative,0.43333333333333335,12,0,1,"Bex (meloncarrier), Dr Murphy (DrMurphy11), Babylon (babylonhealth), Babylon (babylonhealth), Matt Hancock (MattHancock)"
Lindsey Bell,whiterose_lady,10/03/2019,@DrMurphy11 @meloncarrier @drphilhammond @babylonhealth @GPatHand @MattHancock @adahealth So @babylonhealth didn't ask if the patients appendix had been removed?? If it didn't ask then you cant slag it off for suggesting appendicitis as a possible diagnosis. Now you've pointed it out I'm sure they'll adjust the algorithm to add that question.,0.25,Neutral,0.9444444444444444,100,0,0,"Dr Murphy (DrMurphy11), Bex (meloncarrier), Dr Phil Hammond (drphilhammond), Babylon (babylonhealth), Babylon GP at hand (GPatHand), Matt Hancock (MattHancock), Ada (adahealth), Babylon (babylonhealth)"
Teri,TeriOsteopath,10/03/2019,@DrMurphy11 @babylonhealth @MHRAdevices @TELUSHealth @CareQualityComm @Bupa @MattHancock @NHSCCIO This one might be my favourite after osteoporosis of the breast,0.0,Negative,0.0,431,0,0,"Dr Murphy (DrMurphy11), Babylon (babylonhealth), MHRA Devices Safety (MHRAdevices), TELUS Health (TELUSHealth), Care Quality Commission (CareQualityComm), Bupa (Bupa), Matt Hancock (MattHancock), Simon Eccles (NHSCCIO)"
Dr Murphy,DrMurphy11,10/03/2019,"@meloncarrier @whiterose_lady @drphilhammond @babylonhealth @GPatHand @MattHancock Every good medical student will know, that knowledge of prior surgery, is very relevant to the assessment of abdominal pain.

Compared to @adahealth, the @babylonhealth chatbot triage is akin to that of a failing medical student. https://t.co/L1gOMkyTKo",0.244,Neutral,0.32,4052,3,2,"Bex (meloncarrier), Lindsey Bell (whiterose_lady), Dr Phil Hammond (drphilhammond), Babylon (babylonhealth), Babylon GP at hand (GPatHand), Matt Hancock (MattHancock), Ada (adahealth), Babylon (babylonhealth)"
Maggi,MaggiKaye,10/03/2019,@cookiesthekitty @DrMurphy11 @butNHS @meloncarrier @babylonhealth @GPatHand @MattHancock Sometimes tonsils do regrow! Probably because the full tonsil wasn't removed in the first place,0.3,Neutral,0.44166666666666665,172,0,2,"Graham Rossiter (cookiesthekitty), Dr Murphy (DrMurphy11), Big up the NHS (butNHS), Bex (meloncarrier), Babylon (babylonhealth), Babylon GP at hand (GPatHand), Matt Hancock (MattHancock)"
Bex,meloncarrier,10/03/2019,@whiterose_lady @DrMurphy11 @drphilhammond @babylonhealth @GPatHand @MattHancock Surely a triage/assessment for abdominal pain *should* ask about an intact appendix?,0.5,Neutral,0.8888888888888888,767,0,4,"Lindsey Bell (whiterose_lady), Dr Murphy (DrMurphy11), Dr Phil Hammond (drphilhammond), Babylon (babylonhealth), Babylon GP at hand (GPatHand), Matt Hancock (MattHancock)"
Lindsey Bell,whiterose_lady,10/03/2019,@DrMurphy11 @drphilhammond @meloncarrier @babylonhealth @GPatHand @MattHancock Did the chatbot specifically ask if the patient had already had his appendix removed in an earlier question?? I know AI is good but its not psychic!!,0.5,Neutral,0.55,100,0,0,"Dr Murphy (DrMurphy11), Dr Phil Hammond (drphilhammond), Bex (meloncarrier), Babylon (babylonhealth), Babylon GP at hand (GPatHand), Matt Hancock (MattHancock)"
sandy cann,sandycann2,10/03/2019,"@nav4879 @sigourneybeaver @babylonhealth I had my appendix removed at 5 yrs, pretty sure I never grew another one 😂",0.375,Neutral,0.9444444444444444,1169,0,2,"Navin Chandra (nav4879), (((Sigourney Beaver))) (sigourneybeaver), Babylon (babylonhealth)"
sandy cann,sandycann2,10/03/2019,@nav4879 @sigourneybeaver @babylonhealth 😱😱,0.0,Negative,0.0,1169,0,2,"Navin Chandra (nav4879), (((Sigourney Beaver))) (sigourneybeaver), Babylon (babylonhealth)"
Rod Kelly,rodkelly50,10/03/2019,@hollowornate @DrMurphy11 @drphilhammond @meloncarrier @babylonhealth @GPatHand @MattHancock Yeah it’s just US vs UK language I think,0.0,Negative,0.0,2352,0,2,"Hollow Ornate (hollowornate), Dr Murphy (DrMurphy11), Dr Phil Hammond (drphilhammond), Bex (meloncarrier), Babylon (babylonhealth), Babylon GP at hand (GPatHand), Matt Hancock (MattHancock)"
Bex,meloncarrier,10/03/2019,@RobertDDyson @AndrewJFrizzell @DrMurphy11 @drphilhammond @babylonhealth @GPatHand @MattHancock And the Bot is saying it’s safe to use for exactly that purpose so...,0.375,Neutral,0.375,767,0,0,"Robert Dyson (RobertDDyson), 🅰🅽🅳🆈 🅵🆁🅸🆉🆉🅴🅻🅻 (AndrewJFrizzell), Dr Murphy (DrMurphy11), Dr Phil Hammond (drphilhammond), Babylon (babylonhealth), Babylon GP at hand (GPatHand), Matt Hancock (MattHancock)"
Robert Dyson,RobertDDyson,10/03/2019,@AndrewJFrizzell @DrMurphy11 @drphilhammond @meloncarrier @babylonhealth @GPatHand @MattHancock The health that the Chatbot is seeing to is the bank balance of its owner.,0.0,Negative,0.0,251,0,4,"🅰🅽🅳🆈 🅵🆁🅸🆉🆉🅴🅻🅻 (AndrewJFrizzell), Dr Murphy (DrMurphy11), Dr Phil Hammond (drphilhammond), Bex (meloncarrier), Babylon (babylonhealth), Babylon GP at hand (GPatHand), Matt Hancock (MattHancock)"
🅰🅽🅳🆈 🅵🆁🅸🆉🆉🅴🅻🅻,AndrewJFrizzell,10/03/2019,@DrMurphy11 @drphilhammond @meloncarrier @babylonhealth @GPatHand @MattHancock I might be spouting some utter nonsense but I’m pretty certain I wouldn’t trust my health to a ‘Chatbot’. I could be wrong but I doubt it.,-0.008928571428571425,Negative,0.8678571428571428,369,0,3,"Dr Murphy (DrMurphy11), Dr Phil Hammond (drphilhammond), Bex (meloncarrier), Babylon (babylonhealth), Babylon GP at hand (GPatHand), Matt Hancock (MattHancock)"
Bex,meloncarrier,10/03/2019,@cericoulby @trishgreenhalgh @babylonhealth Oh I know - it was just for fun to see what it thought was wrong with me,-0.1,Negative,0.55,767,0,2,"Ceridwen Coulby (cericoulby), Trisha Greenhalgh #PeoplesVote (trishgreenhalgh), Babylon (babylonhealth)"
Neil,neilmo,10/03/2019,@DrMurphy11 @babylonhealth @MHRAdevices @TELUSHealth @CareQualityComm @Bupa @MattHancock @NHSCCIO Ah but did you know that the patient’s uncle is an expert in appendix reconstruction surgery?,0.0,Negative,0.0,113,0,1,"Dr Murphy (DrMurphy11), Babylon (babylonhealth), MHRA Devices Safety (MHRAdevices), TELUS Health (TELUSHealth), Care Quality Commission (CareQualityComm), Bupa (Bupa), Matt Hancock (MattHancock), Simon Eccles (NHSCCIO)"
Julia O'Dwyer,jrodwyer,10/03/2019,@richardARPANET @DrMurphy11 @meloncarrier @babylonhealth @GPatHand @MattHancock something not quite right there,0.2857142857142857,Neutral,0.5357142857142857,2924,0,1,"Richard O'Dwyer (richardARPANET), Dr Murphy (DrMurphy11), Bex (meloncarrier), Babylon (babylonhealth), Babylon GP at hand (GPatHand), Matt Hancock (MattHancock)"
Jim Parsons,JPWP,10/03/2019,"Now, in 🇨🇦, brought you by @Telus @TELUSHealth Because why? Oh right “innovation”.

#DigitalHealth Chatbots job is to train #AI algorithms of entities that offer them WAY more than help people why type symptoms into keyboards

How did @GovCanHealth approve @babylonhealth ? 🧐 https://t.co/m50NegDuP8",0.39285714285714285,Neutral,0.5178571428571428,1249,1,4,"TELUS (TELUS), TELUS Health (TELUSHealth), GovCanHealth (GovCanHealth), Babylon (babylonhealth)"
Ceridwen Coulby,cericoulby,10/03/2019,"@meloncarrier @trishgreenhalgh @babylonhealth please don't use this app Bex, it's seriously dangerous",-0.6,Negative,0.9,99,0,2,"Bex (meloncarrier), Trisha Greenhalgh #PeoplesVote (trishgreenhalgh), Babylon (babylonhealth)"
Kimya Tarr,DrKimyaTarr,10/03/2019,"On Friday we successfully launched WITH - Women In Tech and Health, power of diversity group ⁦@babylonhealth⁩ Huge thank you to Dr Caroline Hargrove and Hina Zaman for your inspirational talks and for the WITH team for putting the event together! #InternationalWomensDay https://t.co/6SWMs9HdZG",0.5916666666666667,Neutral,0.9500000000000001,78,0,3,Babylon (babylonhealth)
Bob Gill,drbobgill,10/03/2019,As the @Conservatives engineer the mass closure of YOUR local GP surgeries it wants you to use DANGEROUS overhyped IT solutions like @babylonhealth run by former banker Ali Parsa who previously cashed up from the distrastrous privatisation of Hinchingbrooke hospital. https://t.co/f9p6mAfMEG,-0.11333333333333333,Negative,0.23333333333333334,5480,16,14,"Conservatives (Conservatives), Babylon (babylonhealth)"
Robert Dyson,RobertDDyson,10/03/2019,"@DrMurphy11 @meloncarrier @babylonhealth @GPatHand @MattHancock It is using AI and came across gluconeogenesis so it assumes there can be appendineogenesis especially as some people believe there can be parthenogenesis, and many animals regenerate limbs. AI is the future (let's keep it there).",0.16666666666666666,Negative,0.5416666666666666,251,1,3,"Dr Murphy (DrMurphy11), Bex (meloncarrier), Babylon (babylonhealth), Babylon GP at hand (GPatHand), Matt Hancock (MattHancock)"
Richard O'Dwyer,richardARPANET,10/03/2019,@DrMurphy11 @meloncarrier @babylonhealth @GPatHand @MattHancock @jrodwyer,0.0,Negative,0.0,521,0,0,"Dr Murphy (DrMurphy11), Bex (meloncarrier), Babylon (babylonhealth), Babylon GP at hand (GPatHand), Matt Hancock (MattHancock), Julia O'Dwyer (jrodwyer)"
Pam oshanter,Pamos19,10/03/2019,@DrMurphy11 @meloncarrier @babylonhealth @GPatHand @MattHancock 😂,0.0,Negative,0.0,960,0,0,"Dr Murphy (DrMurphy11), Bex (meloncarrier), Babylon (babylonhealth), Babylon GP at hand (GPatHand), Matt Hancock (MattHancock)"
fiona floyd,FionaFloyd,10/03/2019,@DrMurphy11 @meloncarrier @babylonhealth @GPatHand @MattHancock 😱,0.0,Negative,0.0,541,0,0,"Dr Murphy (DrMurphy11), Bex (meloncarrier), Babylon (babylonhealth), Babylon GP at hand (GPatHand), Matt Hancock (MattHancock)"
💣 Medical Devices Expert,JoanneD_,10/03/2019,"@nav4879 @DrMurphy11 @babylonhealth It certainly is @MHRAgovuk refuses to listen @MattHancock potential deaths just waiting to happen 

You can see at a glance this is not compliant. Other businesses have been shut for zero risk! 

They don't know what they're doing @AnnaCCampaigns @CandiaMcCullou2 @SusanMorgan19",0.019345238095238092,Negative,0.6488095238095238,466,4,5,"Navin Chandra (nav4879), Dr Murphy (DrMurphy11), Babylon (babylonhealth), MHRAgovuk (MHRAgovuk), Matt Hancock (MattHancock), Yvette Greenway (AnnaCCampaigns), Mrs Candia McCullough (CandiaMcCullou2), #meshinjuredpatients (SusanMorgan19)"
Dr Murphy,DrMurphy11,10/03/2019,"The fundamental flaws in the @babylonhealth Online Chatbot Doctor are inexcusable.

If you fail to take an appropriate history, you won't provide appropriate advice.

#HealthTech #PatientSafety 
@MHRAdevices @TELUSHealth @CareQualityComm @Bupa @MattHancock @NHSCCIO https://t.co/g3ZxDlixeC",0.16666666666666666,Negative,0.4333333333333333,4052,28,28,"Babylon (babylonhealth), MHRA Devices Safety (MHRAdevices), TELUS Health (TELUSHealth), Care Quality Commission (CareQualityComm), Bupa (Bupa), Matt Hancock (MattHancock), Simon Eccles (NHSCCIO)"
Navin Chandra,nav4879,10/03/2019,This chatbot of @babylonhealth is a laughing stock... https://t.co/gqErjdrj0W,0.0,Negative,0.0,796,13,18,Babylon (babylonhealth)
Alan Woodall #FBPE #Peoplesvote,DrAlanWoodall,10/03/2019,@Practice_Mngr @MattHancock @babylonhealth @DrMurphy11 For a minute I thought Babylon’s AI had misdiagnosised a fungal toenail infection.,0.0,Negative,0.0,781,0,1,"ThePracticeManager (Practice_Mngr), Matt Hancock (MattHancock), Babylon (babylonhealth), Dr Murphy (DrMurphy11)"
Lauren Jane Bailey,LaurenJaneBail2,10/03/2019,"He is a corrupt politician -listening to anything he says, apart from ‘I can rat on other corrupt politicians’ is bad for our health @babylonhealth https://t.co/nMRdKfRMcl",-0.45624999999999993,Negative,0.7604166666666666,30,0,0,Babylon (babylonhealth)
Graham Rossiter,cookiesthekitty,10/03/2019,@DrMurphy11 @butNHS @meloncarrier @babylonhealth @GPatHand @MattHancock I hope mine doesn't grow back after the many years of misery it caused me. Where will it all end? Regrown tonsils? Umbilical cord? The mind boggles.,0.25,Neutral,0.25,555,0,4,"Dr Murphy (DrMurphy11), Big up the NHS (butNHS), Bex (meloncarrier), Babylon (babylonhealth), Babylon GP at hand (GPatHand), Matt Hancock (MattHancock)"
emery,emery_cowan,10/03/2019,This survey ranked my hometown of Hialeah as most Nationally Stressed based off tweets- if it were culturally competent it would know it’s because WERE ALL CUBAN AND THATS HOW WE ALWAYS ACT 😂 ⁦@babylonhealth⁩ #onlyinhialeah #cubansbelike https://t.co/ZI146rSUPO,0.5,Neutral,0.5833333333333333,415,0,0,Babylon (babylonhealth)
Dr Murphy,DrMurphy11,09/03/2019,"@meloncarrier @babylonhealth @GPatHand @MattHancock Bizarrely, the @babylonhealth #eHealth Chatbot doesn't ask about prior surgery; but is determined to know your sexual habits &amp; the state of your genitalia.🙄

PS. Apologies for the prior typo, it was 'an' appendicectomy. https://t.co/F5LdgfizNR",0.225,Neutral,0.35833333333333334,4052,2,8,"Bex (meloncarrier), Babylon (babylonhealth), Babylon GP at hand (GPatHand), Matt Hancock (MattHancock), Babylon (babylonhealth)"
Jacob de Wolff,jfdwolff,09/03/2019,"@drphiliplee1 I'm having @babylonhealth chatbot ED 209 associations.

Judging by the videos posted by @DrMurphy11 it is possible that a chatbot will tell you that you are quite likely to have an irreversible and untreatable life-limiting illness.",0.0,Negative,1.0,3280,0,3,"Dr Philip Lee (drphiliplee1), Babylon (babylonhealth), Dr Murphy (DrMurphy11)"
Luis Arias,lugearma,09/03/2019,@fpillet @mugunthkumar @manuelmaly @fruitcoder @peres @babylonhealth 🙌🏽🙌🏽,0.0,Negative,0.0,95,0,0,"Florent Pillet (fpillet), Mugunth Kumar 🌏 (mugunthkumar), RxManuel (manuelmaly), Alex Hüllmandel (fruitcoder), Rui Peres (peres), Babylon (babylonhealth)"
Mugunth Kumar 🌏,mugunthkumar,09/03/2019,@fpillet @manuelmaly @fruitcoder @peres @babylonhealth EXACTLY and different people have different opinions on how to best use Rx. Just like how everyone debates as to what should go inside a view model.,0.3125,Neutral,0.4375,6430,0,0,"Florent Pillet (fpillet), RxManuel (manuelmaly), Alex Hüllmandel (fruitcoder), Rui Peres (peres), Babylon (babylonhealth)"
JennyJenny,JennyQQQ,09/03/2019,"@Practice_Mngr @MattHancock @babylonhealth @DrMurphy11 This has to be one of the saddest things I have read. Inhumane. As just an ordinary person, keep up the pressure @DrMurphy11",-0.575,Negative,0.7,11,0,0,"ThePracticeManager (Practice_Mngr), Matt Hancock (MattHancock), Babylon (babylonhealth), Dr Murphy (DrMurphy11), Dr Murphy (DrMurphy11)"
Bex,meloncarrier,09/03/2019,@DrMurphy11 @babylonhealth @GPatHand @MattHancock Iv not been an RN very long but I’m fairly certain your appendix can’t regrow,0.07464285714285714,Negative,0.5457142857142857,767,0,11,"Dr Murphy (DrMurphy11), Babylon (babylonhealth), Babylon GP at hand (GPatHand), Matt Hancock (MattHancock)"
#hellomynameis Toby🇬🇧,UnitedInCare,09/03/2019,@Practice_Mngr @Momentum_NHS @MattHancock @babylonhealth @DrMurphy11 Conversations as this should be face to face in person.,0.0,Negative,0.0,358,0,1,"ThePracticeManager (Practice_Mngr), Momentum NHS (Momentum_NHS), Matt Hancock (MattHancock), Babylon (babylonhealth), Dr Murphy (DrMurphy11)"
